chapter,number,stem,option_a,option_b,option_c,option_d,option_e,answer
第4章 炎症,58,痢疾杆菌感染，结肠发生(),蜂窝织炎,表面化脓,浆液性炎,假膜性炎,出血性炎,D
第4章 炎症,59,下列有关炎症的理解，哪项是不正确的(),血管反应是炎症的中心环节,炎症对机体有利，又有潜在危害性,炎症既有局部反应，又有全身反应,凡是炎症都运用抗菌素抗炎,对机体损伤的任何因素均可作为致炎,A
第4章 炎症,60,炎症反应的防御作用，应除外以下哪项(),白细胞渗出有利于清除、消灭致病因,液体的渗出可稀释毒素,吞噬搬运坏死组织，有利于再生和修,细胞溶酶体成分外溢有利于炎症介质,纤维素的渗出有利于炎症的局限,D
第4章 炎症,61,下列哪种细胞不会在炎症灶中增殖),中性粒细胞,淋巴细胞,巨噬细胞,肥大细胞,纤维母细胞,D
第4章 炎症,62,下列哪种变化最能促使血液成分渗出),小动脉短暂痉挛，血流减少,小静脉、毛细血管淤血，血流缓慢,小动脉扩张，血流加快,组织变质崩解,内皮细胞肿胀,D
第4章 炎症,63,炎症反应的最重要的特征是(),血清渗出,血浆渗血,纤维素渗出,白细胞渗出,红细胞渗出,C
第4章 炎症,64,炎性肉芽肿内的细胞成分不包括C),上皮细胞,淋巴细胞,巨噬细胞,多核巨细胞,纤维母细胞,D
第4章 炎症,65,下列各项急性炎症反应，按出现顺序哪一种最先出现(),血管扩张,血流缓慢,白细胞附壁,白细胞游出,血流停滞,D
第4章 炎症,66,炎症时，引起白细胞渗出最重要的因素是(),血管壁通透性升高,白细胞附壁,炎症介质起作用,白细胞的阿米巴运动,血管内压力升高,D
第4章 炎症,67,下列哪项是变质性炎(,流行性脑脊髓膜炎,细菌性痢疾,大叶性肺炎,阿米巴肝脓肿,化脓性胆囊炎,A
第4章 炎症,68,肉芽肿指(),结缔组织增生而形成境界清楚的结节,淋巴、网状组织增生形成的结节状病,多核巨噬细胞形成的结节状病灶,巨噬细胞及其演化细胞呈局部浸润和,黏膜上皮、腺体和结缔组织增生并向,B
第4章 炎症,69,炎症时白细胞定向移动的主要原因是(）,白细胞的阿米巴样运动,轴流消失,化学刺激物,血管壁的通透性增高,血管内压增高,D
第4章 炎症,70,在大多数类型的组织损伤中血管通透性升高的速发反应主要是下列哪种因素影响,补体,细菌毒素,过敏毒素,组胺,坏死分解产物,A
第4章 炎症,71,炎症局部疼痛的主要原因是(),细胞增生压迫神经末梢,局部组织变性坏死,局部充血及血流量增多,组织分解代谢增强,渗出物压迫及炎症介质刺激,A
第4章 炎症,72,炎症时液体渗出的部位是(),细静脉和毛细血管,细动脉和细静脉,毛细血管,细静脉和淋巴管,细动脉和毛细血管,C
第4章 炎症,73,在慢性炎症中，下列哪种细胞最常)见,嗜酸性粒细胞,淋巴细胞,嗜中性粒细胞,肥大细胞,巨噬细胞,D
第4章 炎症,74,急性炎症反应中出血的机制是(),化学介质引起的血管通透性增高,白细胞释放的溶酶体酶,纤维蛋白溶解,血管壁的损伤,凝血因子缺乏,D
第4章 炎症,75,同时累及脑膜、肾、肺、肠及骨的肉芽肿性病变常是(),风湿小体,伤寒小体,麻风小结,矽结节,结核结节,C
第4章 炎症,76,下列哪一项不是渗出性炎(),卡他性炎症,乙型脑炎,白喉,肾盂肾炎,小叶性肺炎,D
第4章 炎症,77,关于炎症的叙述，下列哪项是正确的(),炎症对机体均有利,任何机体都会发生炎症反应,急性炎症也可出现以增生为主的病变,慢性炎症均由急性炎症发展而来,炎症反应不会损伤机体,E
第4章 炎症,78,大量细菌毒素入血，导致实质细胞变性、坏死及全身中毒症状的称(),菌血症,毒血症,败血症,白血病,脓毒血症,E
第4章 炎症,79,下列哪项不具有防御作用(),纤维蛋白渗出,白细胞游出,血浆渗出,炎性增生,红细胞漏出,B
第4章 炎症,80,关于嗜酸性粒细胞下列哪一种是错误的(),来源于骨髓,运动能力弱,无吞噬功能,见寄生虫病及过敏性疾病,见于某些部位的亚急性或者慢性炎症,D
第4章 炎症,81,炎症灶内有较多红细胞说明(),局部血管受损严重,局部血管内静水压较高,局部血管内渗透压较低,局部有较多的内毒素,局部有较多的外毒素,E
第4章 炎症,82,肺炎双球菌感染最常引起肺的(),蜂窝织炎,脓肿,纤维素性炎,伪膜性炎,出血性炎,B
第4章 炎症,83,炎症早期出现炎性充血时，最先累及的血管为(),细动脉,小动脉,细静脉,小静脉,毛细血管,C
第4章 炎症,84,败血症指的是(),细菌大量入血，血中可查到细菌，但,细菌毒素入血，引起中毒症状,细菌产物被吸收入血引起中毒症状,细菌入血繁殖并产生毒素从而引起中,细菌入血，繁殖并产生毒素，并有中,B
第4章 炎症,85,下列哪项肉芽肿中无多核巨细胞(),风湿小体,伤寒小结,血吸虫卵结节,矽结节,树胶肿,E
第4章 炎症,86,下列哪项是变质性炎症？,肾盂肾炎,菌痢,大叶性肺炎,阿米巴肝脓肿,阑尾炎,C
第4章 炎症,87,多核细胞不见于下列哪项疾病(),伤寒,结核,霍奇金病,血吸虫虫卵结节,异物肉芽肿,A
第4章 炎症,88,关于败血症，以下哪项不准确(),血液中有细菌生长繁殖,常有较重的全身症状,在皮肤、黏膜处可发现出血点,血培养是最有价值的诊断,常形成转移性脓肿,C
第4章 炎症,89,炎症反应的中心环节是(,白细胞的渗出,吞噬作用,血管反应,坏死溶解,免疫反应,A
第4章 炎症,90,脓肿最常见的致病菌是(,溶血性链球菌,志贺菌,白色葡萄球菌,金黄色葡萄球菌,草绿色链球菌,E
第4章 炎症,91,白细胞在游出时会引起(,血管扩张,血管内皮细胞损伤,血管基底膜损伤,血管无明显变化,整个血管壁受损,D
第4章 炎症,92,下列哪项不是败血症的表(),细菌入血并产生毒素,高热寒战,一些内脏器官的多发性小脓肿,皮肤、黏膜点状出血,脾肿大,D
第4章 炎症,93,下列哪项不是炎性息肉的特点(),突出于黏膜表面,仅由实质细胞增生形成,属于慢性炎症,常有蒂与黏膜相连,常发生于鼻黏膜和子宫颈,A
第4章 炎症,94,炎症灶内红细胞是(),主动渗出,主动漏出,被动渗出,被动漏出,有时是主动渗出，有时是被动漏出,E
第4章 炎症,95,炎症灶内下述哪种成分不是由血液中渗出来的(),浆液,淋巴细胞,浆细胞,单核细胞,纤维蛋白原,C
第4章 炎症,96,速发性短暂反应时血管壁通透性增高)的机制是(),细静脉内皮细胞收缩,细动脉内皮损伤,基膜降解,内皮细胞胞饮作用增强,以上都不是,D
第4章 炎症,97,肝阿米巴脓肿,门静脉高压,,脊柱旁冷脓肿,,淋病尿道炎,D
第4章 炎症,98,乙型脑炎,血流加快,,流行性脑膜炎,肾盂肾炎,脓肿,C
第4章 炎症,99,血流变慢甚至停滞,风湿病,伤寒,白细胞边集,白细胞附壁，粘着,血管通透性升高,B
第4章 炎症,100,下列哪项不属肉芽肿性炎),风湿病,伤寒,矽肺,乙脑,麻风,D
第4章 炎症,101,D250.C251.C,白细胞自血管内进入炎区组织,伤寒,矽肺,乙脑,麻风,C
第4章 炎症,102,炎性浸润是指(),白细胞自血管内进入炎区组织,血浆蛋白自血管进入炎区组织,液体成分自血管内进入炎区组织,生物病原体进入炎区组织,炎症向周围组织扩展,A
第4章 炎症,103,炎症介质的主要作用是使(),局部组织合成代谢增强,组织分解代谢增强,血管壁通透性增加,细胞酶系统障碍,组织损伤,B
第4章 炎症,104,下列可释放血小板激活因子的细胞应除外(）,内皮细胞,淋巴细胞,嗜碱性粒细胞,单核细胞,中性粒细胞,E
第4章 炎症,105,下列哪种激素具有抑制炎症的作用(),甲状腺素,生长激素,垂体促甲状腺激素,促肾上腺皮质激素,肾上腺糖皮质激素,E
第5章 肿瘤,1,乳头状瘤的乳头中心(轴索)的成分是(),癌细胞,脉管,纤维结缔组织,癌细胞和纤维结缔组织,纤维结缔组织和脉管,B
第5章 肿瘤,2,纤维腺瘤最常见于(）,消化道,皮下组织,乳腺,卵巢,胃肠道,C
第5章 肿瘤,3,下列哪种肿瘤是上皮组织发生的良性肿瘤(),皮样囊肿,乳头状瘤,血管瘤,胶质母细胞瘤,脂肪瘤,B
第5章 肿瘤,4,与肝细胞性肝癌发生关系最密切的致癌物是(),黄曲霉菌,乙奈胺,环磷酰胺,联苯胺,"3, 4-苯并芘",D
第5章 肿瘤,5,交界性肿瘤是指(),介于良性和恶性肿瘤之间的肿瘤,癌前病变,同时具有癌和肉瘤结构的肿瘤,发生于表皮与真皮交界处的肿瘤,以上都不是,D
第5章 肿瘤,6,骨肉瘤通过血道可在下列哪一器官形成转移瘤(),脑,肝,肺,脾,肾,A
第5章 肿瘤,7,表达 AFP 最强的癌是(,卵巢癌,肝癌,结肠癌,子宫内膜癌,胃癌,C
第5章 肿瘤,8,皮样囊肿是指(),皮肤囊性肿块,卵巢良性畸胎瘤,皮肤恶性畸胎瘤,皮肤皮脂腺囊肿,卵巢囊腺瘤,B
第5章 肿瘤,9,下列哪项属于癌前疾病(,阑尾炎,乳腺纤维腺瘤,纤维囊性乳腺病,慢性肥厚性胃炎,韧带样瘤,E
第5章 肿瘤,10,骨肉瘤的好发部位是(,头面骨,脊椎骨,扁骨,长骨,指(趾)骨,E
第5章 肿瘤,11,肺转移性肾癌是指(,肺癌转移到肾,肺癌和肾癌相互转移,肾癌转移到肺,肺、肾癌转移到它处,它处转移到肺肾的癌,C
第5章 肿瘤,12,膀胱最常见的恶性肿瘤为(),腺癌,鳞状细胞癌,移行细胞癌,纤维肉瘤,平滑肌肉瘤,B
第5章 肿瘤,13,肝癌一般不转移至(,淋巴结,脾,腹膜,肺,脑,A
第5章 肿瘤,14,来源于三个胚层组织的肿瘤称：,癌肉瘤,混合瘤,实体癌,错构瘤,胚胎瘤,A
第5章 肿瘤,15,下列哪项不属于腺癌的类型(),硬癌,单纯癌,实体癌,基底细胞癌,髓样癌,C
第5章 肿瘤,16,良性肿瘤对机体的影响主要取决于肿瘤的())A. 生长方式,间质稀少,生长部位,生长速度,有无复发,有无转移,B
第5章 肿瘤,17,病理诊断肉瘤的主要依据是)(),间质稀少,血液供应丰富,有肺转移,瘤细胞呈弥散分布,浸润性生长,B
第5章 肿瘤,18,肿瘤血道转移的确切证据是(),恶性肿瘤细胞侵入静脉,恶性肿瘤细胞侵入动脉,血液中查见肿瘤细胞,肿瘤细胞栓塞于远隔器官,在远隔器官形成同一类型的肿瘤,C
第5章 肿瘤,19,黏液癌最常见于(),血管壁,腹膜后,胃肠道,子宫,胆囊,D
第5章 肿瘤,20,关于肿瘤的间质(),不具有特异性,具有特异性,不含有血管,形态有异型性,任何肿瘤都有间质,C
第5章 肿瘤,21,下列肿瘤中，有明显家族发病倾向为(),胶质瘤,结肠息肉性腺瘤,骨软骨瘤,畸胎瘤,淋巴瘤,C
第5章 肿瘤,22,恶性肿瘤细胞主要通过下列哪种途径入血(),中等动脉,淋巴管,毛细血管和小静脉,小动脉,中等静脉,B
第5章 肿瘤,23,瘤性增生与炎性增生的根本区别是(),有炎细胞浸润,有核分裂象,生长快,有肿块形成,细胞不同程度的失去了分化成熟的能,C
第5章 肿瘤,24,淋巴结转移性癌的诊断依据是(),淋巴结肿大,淋巴结质地变硬,淋巴结疼痛,淋巴结内出现异型细胞,淋巴结内出现癌巢,D
第5章 肿瘤,25,下列哪项最符合转移性肿瘤的概念(）,远隔器官发生的另一种肿瘤,血道转移的结果,可形成“癌脐”,与原发瘤同属一类型,可进一步发生转移,B
第5章 肿瘤,26,下列哪项最符合鳞状细胞癌的特征),发生于原有单层扁平上皮的覆盖部位,呈外生性生长,癌细胞的排列及形态仍保留单层扁平,癌珠形成,主要经淋巴道转移,D
第5章 肿瘤,27,关于病理性核分裂象(,是恶性肿瘤所特有的,是良性肿瘤所特有的,良、恶性肿瘤均可有,良性肿瘤没有,以上都不是,E
第5章 肿瘤,28,良性肿瘤的异型性主要表现在),瘤细胞的多形性,细胞核的多形性,组织结构的异型性,病理性核分裂,细胞异型性,E
第5章 肿瘤,29,确定癌的主要依据是(,灰白、质硬,瘤细胞呈巢状排列,出现病理性核分裂象,细胞异型性明显,40 岁以上中老年人,C
第5章 肿瘤,30,下列哪一种是良性肿瘤(,霍奇金病,蕈样霉菌病,淋巴瘤,绒毛膜癌,成熟性囊性畸胎瘤,A
第5章 肿瘤,31,胃癌癌细胞穿透浆膜脱落于腹膜上形成的转移瘤称为(),远处转移,接触性转移,肿瘤直接蔓延,种植性转移,移植性转移,B
第5章 肿瘤,32,下列哪一项不符合炎性增生(),病因消除后增生停止,失去原组织结构和功能,属反应性增生,分化成熟,可见核分裂象,C
第5章 肿瘤,33,容易转移到脊椎的癌是(,胃癌,肾癌,前列腺癌,卵巢癌,膀胱癌,E
第5章 肿瘤,34,容易恶变的痣是()A. 皮内痣,是恶性肿瘤所独有的生长方式,交界痣,混合痣,蓝痣,上皮样痣,E
第5章 肿瘤,35,关于浸润性生长(,是恶性肿瘤所独有的生长方式,是良性肿瘤所独有的生长方式,良、恶性肿瘤均可以呈浸润性生长,良、恶性肿瘤均不可以呈浸润性生长,以上都不是,D
第5章 肿瘤,36,皮下一肿块，边界清楚，有包膜，质硬，灰白色，切面性质均匀一致，无继发)改变，可见纤细的编织状条纹，该肿物可能诊断为(),纤维瘤,纤维肉瘤,平滑肌瘤,平滑肌肉瘤,局部淋巴结肿大,C
第5章 肿瘤,37,诊断恶性肿瘤的重要依据是(）,肿块迅速长大,病理性核分裂象,恶病质,细胞有异型性,局部淋巴结肿大,C
第5章 肿瘤,38,良、恶性肿瘤的根本区别在于(),生长速度,有无出血、坏死,生长方式,分化程度,核分裂象的多少,C
第5章 肿瘤,39,下列哪一项是肿瘤(,错构瘤,动脉瘤,室壁瘤,创伤性神经瘤,,B
第5章 肿瘤,40,恶性肿瘤的特点有(）,转移,无出血、囊性变,呈膨胀性生长或外生性生长,生长快，可浸润,转移途径,E
第5章 肿瘤,41,以下哪项是癌与肉瘤的主要区别点(),发病年龄,大体特点,组织结构,精原细胞瘤,转移途径,D
第5章 肿瘤,42,下列哪项是淋巴瘤(）,霍奇金病,恶性间皮瘤,Krukenberg 瘤,精原细胞瘤,白血病,B
第5章 肿瘤,43,甲胎蛋白明显升高时，对下列哪种疾病有诊断意义(),肝硬变,肝转移癌,原发性肝细胞癌,慢性活动性肝炎,原发性胆管细胞癌,C
第5章 肿瘤,44,骨肉瘤的主要血清化验是(),碱性磷酸酶活性增高,酸性磷酸酶活性降低,碱性磷酸酶活性降低,酸性磷酸酶活性增高,以上都不是,B
第5章 肿瘤,45,平滑肌瘤最常发生于(一,腹膜后,子宫,胃肠道,膀胱,呼吸道,C
第5章 肿瘤,46,血道转移发生较早的癌是)(),绒毛膜癌,鼻咽癌,肝癌,肺癌,胃癌,A
第5章 肿瘤,47,肿瘤血道转移最常见的部位是(),肺、脑,肝、脑,肺、肝,肾、肝,肺、肾,D
第5章 肿瘤,48,下列哪种最支持恶性肿瘤的形态(),肿瘤与周围组织分界不清,囊性变,出血、坏死,鱼肉状,质硬,D
第5章 肿瘤,49,类癌的特性为(),为良性肿瘤,为移性上皮细胞发生的肿瘤,是一种与癌相似的肉瘤,为鳞状上皮细胞发生的肿瘤,为来源于神经嵴的一系列内分泌细胞,E
第5章 肿瘤,50,下列各项中哪项不属于区别良恶性肿瘤的要点.(）,肿瘤的组织结构,生长方式,复发与转移,压迫与阻塞,生长速度,A
第5章 肿瘤,51,左锁骨上淋巴结的转移性腺癌的最可能的来源是(),乳腺癌,卵巢癌,胃癌,肝癌,食管癌,C
第5章 肿瘤,52,下列哪种为恶性肿瘤(,囊状水瘤,畸胎瘤,混合瘤,霍奇金病,纤维腺瘤,A
第5章 肿瘤,53,下列哪一项最符合远隔器官转移瘤的特点(),与原发瘤组织学类型不同,在远隔器官内形成单个转移灶,分化程度同原发肿瘤,多个圆形结节，散在分布于脏器边缘，,淋巴道转移的结果,C
第5章 肿瘤,54,下列哪一项是判断良恶性肿瘤的主要组织学特征(),肿瘤细胞排列紊乱,肿瘤细胞核的多型性,肿瘤细胞的多型性,肿瘤细胞浆嗜碱性,肿瘤细胞失去极性,A
第5章 肿瘤,55,低分化肿瘤的特点是(,异型性小,瘤细胞呈明显的巢状排列,瘤细胞呈明显的弥散状排列,恶性程度高,恶性程度低,B
第5章 肿瘤,56,肉瘤的肉眼特点通常为(,结节状、有包膜，切面灰白质硬,结节状、有包膜，切面灰白质软,分叶状，可有或无包膜，切面灰红或,形状不定，切面灰白色，质硬，干燥,不规则结节状，有无完整包膜不定，,A
第5章 肿瘤,57,肿瘤的特性取决于(,肿瘤的生长部位,肿瘤的生长速度,肿瘤的生长方式,肿瘤的实质,肿瘤的间质,A
第5章 肿瘤,58,下列哪一项表示良性肿瘤的一般特征(),生长速度慢,不转移,膨胀性生长,Schwann 淋巴结,手术不易切除干净,D
第5章 肿瘤,59,晚期胃癌常转移到左锁骨上淋巴结，后者又称(),Aschoff 淋巴结,Ewing 淋巴结,Krukenberg 淋巴结,Schwann 淋巴结,Virchow 淋巴结,E
第5章 肿瘤,60,肿瘤细胞分化程度越高(,肿瘤的恶性程度越低,对放射治疗越敏感,肿瘤转移越早,预后越差,肿瘤细胞的异型性越大,D
第5章 肿瘤,61,肿瘤的异型性主要反映(),肿瘤的生长速度,肿瘤的性质,肿瘤的组织起源,肿瘤的分化程度,肿瘤的复发情况,C
第5章 肿瘤,62,下列哪项是恶性肿瘤的主要特征(),核分裂象多见,细胞丰富,瘤巨细胞形成,浸润性生长和转移,血管丰富,D
第5章 肿瘤,63,肿瘤性增生的主要特点是(),增生旺盛,增生过度,增生细胞出现分化障碍,与机体不协调,增生可形成肿块,D
第5章 肿瘤,64,下列哪种肿瘤的恶性型归入癌(),腺瘤,纤维瘤,脂肪瘤,滑膜瘤,血管瘤,B
第5章 肿瘤,65,胃肠道的恶性肿瘤经血道首先转移到C),肺,淋巴结,肝,骨,脑,D
第5章 肿瘤,66,肿瘤恶性程度的高低取决于(),肿瘤体积的大小,肿瘤患者的临床表现,肿瘤的生长速度,肿瘤细胞的分化程度,肿瘤发生的部位,E
第5章 肿瘤,67,上皮非典型性增生是指(,上皮细胞增生，但极性不丧失,不转移,不浸润上皮下层,上皮细胞异型增生，排列紊乱，极向,不会进一步发展为原位癌或浸润癌,D
第5章 肿瘤,68,最能体现腺癌的特点的是C),发生于腺上皮,癌细胞呈腺样排列,癌巢形成,呈结节样外观,异型性明显,D
第5章 肿瘤,69,E365.C373.D358.C366.D374.E359.B367.C375.E360.A368.C376.C361.A369.B377.A362.C370.C378.B363.B371.D379.C364.B372.B380.E,好发于青少年,是一种早期癌,癌变波及上皮全层，但未浸润至黏膜,未发生转移,可长期保持原来的结构，甚至消退,E
第5章 肿瘤,70,有些肿瘤的生物学行为介于良、恶性肿,好发于青少年,是一种早期癌,癌变波及上皮全层，但未浸润至黏膜,未发生转移,可长期保持原来的结构，甚至消退,A
第5章 肿瘤,71,骨肉瘤的主要诊断依据是(),好发于青少年,血道转移,发生于长骨骨干,出现肿瘤性骨质,可发生病理性骨折,D
第5章 肿瘤,72,目前诊断肿瘤最可靠的方法是(),细胞学检查法,活体组织检查法,彩色超声检查法,核磁共振检查法,,B
第5章 肿瘤,73,下列哪种不是恶性肿瘤,肾母细胞瘤,krukenberg 瘤,软骨母细胞,Ewing 瘤,蕈样霉菌病,D
第5章 肿瘤,74,瘤的实质是指(),肿瘤内肿瘤细胞,肿瘤内淋巴管,肿瘤内血管,肿瘤内神经组织,肿瘤内纤维结缔组织,B
第5章 肿瘤,75,骨肉瘤是指(),骨原发性的恶性肿瘤，有反应性骨质,肉瘤细胞直接形成肿瘤性骨样组织或,,,,C
第5章 肿瘤,76,E389.B397.A405.D382.D390.C398.C406.E383.C391.B399.A407.D384.C392.C400.C408.C385.C393.A401.A409.D386.B394.D402.B410.D387.E395.D403.A411.B388.D396.E404.A412.D,多呈分叶状,包膜不完整，切除后易复发,骨组织起源的肉瘤,骨组织中肉瘤的总称,骨组织来源的未分化肿瘤,A
第5章 肿瘤,77,恶性肿瘤在生长过程中变得越来越富骨组织的肿瘤,多呈分叶状,包膜不完整，切除后易复发,骨组织起源的肉瘤,骨组织中肉瘤的总称,骨组织来源的未分化肿瘤,C
第5章 肿瘤,78,下列哪项为纤维腺瘤的特征(),多呈分叶状,包膜不完整，切除后易复发,易恶变,瘤实质由增生的腺上皮和纤维组织组,常发生于卵巢,D
第7章 心血管系统疾病,1,原发性良性高血压的基本病变是(),原发性心肌肥厚、功能亢进,细、小动脉硬化,细、小动脉纤维素样坏死,小动脉粥样硬化,以上都不是,D
第7章 心血管系统疾病,2,高血压的发病与哪项因素关系不大(),遗传因素,肾因素,社会心理应激,,,B
第7章 心血管系统疾病,3,癌前病变是指某些具有癌变潜在可能性的病变，如长期存在，即有可能转变癌。常见的癌前病变有慢性溃疡性结肠炎、黏膜白斑、慢性子宫颈炎伴子宫颈烂、皮肤慢性溃疡、乳腺增生性纤维囊性病、结肠息肉状腺瘤、肝硬化、慢性萎性胃炎及胃溃疡等。43.良性肿瘤对机体影响轻，包括局部压迫,,,,每日饮食摄盐量过多,患动脉粥样硬化,C
第7章 心血管系统疾病,4,动脉瘤是指(),动脉发生的良性肿瘤,动脉血管破裂形成的血肿,动脉内血栓形成并机化,血管壁的局部扩张,动脉发生的恶性肿瘤,D
第7章 心血管系统疾病,5,动脉瘤最好发的部位是(),冠状动脉,动脉,下肢动脉,上肢动脉,主动脉及脑血管,B
第7章 心血管系统疾病,6,下列关于心肌梗死的描述哪项是错误的(）,梗死灶呈楔形,多为贫血性梗死,梗死灶呈灰黄色周围有充血带,相应心内膜可以附壁血栓形成,相应心外膜可有纤维蛋白渗出,C
第7章 心血管系统疾病,7,良性高血压病晚期不会引起,颗粒性固缩肾,脑出血,肾盂积水,心力衰竭,眼底出血,A
第7章 心血管系统疾病,8,毛细血管,泡沫细胞,,大动脉,,细小静脉,B
第7章 心血管系统疾病,9,胆固醇结晶,遗传因素是动脉粥样硬化的危险因素,高血压患者，动脉粥样硬化发病较早，,淋巴细胞,中性粒细胞,纤维组织伴玻璃样变性,D
第7章 心血管系统疾病,10,关于动脉粥样硬化的危险因素中下述哪一项是错误的(),遗传因素是动脉粥样硬化的危险因素,高血压患者，动脉粥样硬化发病较早，,吸烟是引起动脉粥样硬化的因素之一,高脂血症，特别是HDL 水平持续升高,雌激素可降低血浆胆固醇水平，因此,D
第7章 心血管系统疾病,11,下列关于风湿性心内膜炎的描述中哪项是正确的,瓣膜赘生物牢固相连,瓣膜赘生物内有细菌,受累瓣膜易穿孔,受累瓣膜以三尖瓣为主,赘生物位于房室瓣的心室面,C
第7章 心血管系统疾病,12,动脉粥样硬化主要发生在,细、小动脉,大、中动脉,细、小静脉,大、中静脉,毛细血管,E
第7章 心血管系统疾病,13,下列哪项不属于动脉粥样硬化复合病变(),动脉壁纤维化,斑块内出血,钙化,斑块破裂,动脉瘤形成,B
第7章 心血管系统疾病,14,动脉粥样硬化的继发性病变中哪项不对(),钙化,斑块内出血,动脉瘤形成,动脉壁大量纤维素样坏死,粥样瘤性溃疡,B
第7章 心血管系统疾病,15,主动脉粥样硬化的好发部位(),升主动脉,主动脉弓,胸主动脉,腹主动脉,腹主动脉后壁和其分支开口处,B
第7章 心血管系统疾病,16,脑动脉粥样硬化最常见的部位是(),大脑中动脉,大脑前动脉,大脑后动脉,大脑中动脉及 Willis 环,基底动脉及大脑后动脉,E
第7章 心血管系统疾病,17,心冠状动脉粥样硬化最常受累的动脉分枝是(),右冠状动脉主干,左冠状动脉主干,右冠状动脉后降支,左冠状动脉回旋支,左冠状动脉前降支,B
第7章 心血管系统疾病,18,心肌梗死最常见部位是(,室间隔后 1/3,左心室前壁,右心房,左心房,二尖瓣,A
第7章 心血管系统疾病,19,风湿病变累及全身结缔组织，其中最严重的器官是(),脑,血管,心脏,皮肤,关节,E
第7章 心血管系统疾病,20,关于风湿病的论述中哪一项是不正确的,风湿病是累及全身结缔组织的变态反,心脏病变对患者危害最大,风湿性心内膜炎引起的慢性心瓣膜病,风湿性关节炎常可导致关节畸形,皮下结节和环形红斑对临床诊断风湿,C
第7章 心血管系统疾病,21,在风湿病中最具有诊断意义的病变是(),胶原纤维的纤维素性炎,心外膜纤维素渗出,Aschoff 小体,心肌变性坏死,心瓣膜纤维组织增生,A
第7章 心血管系统疾病,22,动脉粥样硬化合并血栓形成的主要原因是：,血液凝固性增高,血流旋涡形成,血流缓慢,内膜损伤,以上都不是,A
第7章 心血管系统疾病,23,高血压病最常累及的血管是：,全身小静脉,全身细小动脉,全身中、小动脉,大动脉,中动脉,C
第7章 心血管系统疾病,24,下述风湿性病变中，哪一项对机体危害最大(一,反复发作的环形红斑,,反复发作的风湿性关节炎,风湿性动脉炎,风湿性皮下结节,D
第7章 心血管系统疾病,25,高血压心脏的主要改变是：,心肌间质有肉芽肿形成,心肌有梗死灶,左心室有疤痕形成,左心室心肌肥大，心室壁增厚，心脏,以上都不是,D
第7章 心血管系统疾病,26,动脉粥样硬化脂纹病变中主要的细胞成分是(),单核细胞,T淋巴细胞,泡沫细胞,平滑肌细胞,中性粒细胞,A
第7章 心血管系统疾病,27,良性高血压脑出血最主要的原因是(),脑细、小动脉痉挛,脑血管动静脉瘘,脑小动脉粥样硬化,脑内微小动脉瘤破裂,脑细、小动脉壁变性、坏死,B
第7章 心血管系统疾病,28,马氏斑（MacCallum's patch）位于,右心房,左心房,右心室,左心室,心外膜,C
第7章 心血管系统疾病,29,高血压性心脏病代偿期的特征是(),左心室扩张,心壁肉柱扁平,左心室向心性肥大,弥漫性心肌纤维化,以上都不是,E
第7章 心血管系统疾病,30,关于慢性风湿性心脏瓣膜病的描述中．下列哪一项是错误的？,瓣膜硬化,瓣叶互相粘连,腱索增粗缩短,瓣膜增厚蜷曲,瓣膜穿孔,C
第7章 心血管系统疾病,31,高血压脑出血常见的血管是,小脑小动脉,脊髓前动脉,豆纹动脉,大脑前动脉,大脑中动脉,B
第7章 心血管系统疾病,32,高血压脑出血最易发生的部位是(),大脑白质,小脑,丘脑区域,桥脑,内囊及基底节区域,D
第7章 心血管系统疾病,33,急进型高血压患者死于尿毒症的原发基本病变是(),肾动脉血栓形成,肾细小动脉纤维素样坏死,肾小球纤维化,肾小管坏死,肾间质出血,E
